Causa de muerte;Sexo;Provincias;Periodo;Total
044  Diabetes mellitus;Hombres;47 Valladolid;2007;49
044  Diabetes mellitus;Hombres;47 Valladolid;2006;44
044  Diabetes mellitus;Hombres;47 Valladolid;2005;36
044  Diabetes mellitus;Hombres;47 Valladolid;2004;47
044  Diabetes mellitus;Hombres;47 Valladolid;2003;47
044  Diabetes mellitus;Hombres;47 Valladolid;2002;46
044  Diabetes mellitus;Hombres;47 Valladolid;2001;48
044  Diabetes mellitus;Hombres;47 Valladolid;2000;39
044  Diabetes mellitus;Hombres;47 Valladolid;1999;45
044  Diabetes mellitus;Hombres;47 Valladolid;1998;60
044  Diabetes mellitus;Hombres;47 Valladolid;1997;47
044  Diabetes mellitus;Hombres;47 Valladolid;1996;42
044  Diabetes mellitus;Hombres;47 Valladolid;1995;40
044  Diabetes mellitus;Hombres;47 Valladolid;1994;38
044  Diabetes mellitus;Hombres;47 Valladolid;1993;43
044  Diabetes mellitus;Hombres;47 Valladolid;1992;35
044  Diabetes mellitus;Hombres;47 Valladolid;1991;35
044  Diabetes mellitus;Hombres;47 Valladolid;1990;20
044  Diabetes mellitus;Hombres;47 Valladolid;1989;36
044  Diabetes mellitus;Hombres;47 Valladolid;1988;36
044  Diabetes mellitus;Hombres;47 Valladolid;1987;27
044  Diabetes mellitus;Hombres;47 Valladolid;1986;22
044  Diabetes mellitus;Hombres;47 Valladolid;1985;30
044  Diabetes mellitus;Hombres;47 Valladolid;1984;29
044  Diabetes mellitus;Hombres;47 Valladolid;1983;30
044  Diabetes mellitus;Hombres;47 Valladolid;1982;14
044  Diabetes mellitus;Hombres;47 Valladolid;1981;22
044  Diabetes mellitus;Hombres;47 Valladolid;1980;28
044  Diabetes mellitus;Hombres;49 Zamora;2022;54
044  Diabetes mellitus;Hombres;49 Zamora;2021;54
044  Diabetes mellitus;Hombres;49 Zamora;2020;54
044  Diabetes mellitus;Hombres;49 Zamora;2019;31
044  Diabetes mellitus;Hombres;49 Zamora;2018;45
044  Diabetes mellitus;Hombres;49 Zamora;2017;40
044  Diabetes mellitus;Hombres;49 Zamora;2016;42
044  Diabetes mellitus;Hombres;49 Zamora;2015;49
044  Diabetes mellitus;Hombres;49 Zamora;2014;54
044  Diabetes mellitus;Hombres;49 Zamora;2013;42
044  Diabetes mellitus;Hombres;49 Zamora;2012;54
044  Diabetes mellitus;Hombres;49 Zamora;2011;44
044  Diabetes mellitus;Hombres;49 Zamora;2010;23
044  Diabetes mellitus;Hombres;49 Zamora;2009;29
044  Diabetes mellitus;Hombres;49 Zamora;2008;36
044  Diabetes mellitus;Hombres;49 Zamora;2007;30
044  Diabetes mellitus;Hombres;49 Zamora;2006;33
044  Diabetes mellitus;Hombres;49 Zamora;2005;37
044  Diabetes mellitus;Hombres;49 Zamora;2004;26
044  Diabetes mellitus;Hombres;49 Zamora;2003;39
044  Diabetes mellitus;Hombres;49 Zamora;2002;22
044  Diabetes mellitus;Hombres;49 Zamora;2001;24
044  Diabetes mellitus;Hombres;49 Zamora;2000;29
044  Diabetes mellitus;Hombres;49 Zamora;1999;30
044  Diabetes mellitus;Hombres;49 Zamora;1998;23
044  Diabetes mellitus;Hombres;49 Zamora;1997;13
044  Diabetes mellitus;Hombres;49 Zamora;1996;23
044  Diabetes mellitus;Hombres;49 Zamora;1995;19
044  Diabetes mellitus;Hombres;49 Zamora;1994;24
044  Diabetes mellitus;Hombres;49 Zamora;1993;28
044  Diabetes mellitus;Hombres;49 Zamora;1992;24
044  Diabetes mellitus;Hombres;49 Zamora;1991;28
044  Diabetes mellitus;Hombres;49 Zamora;1990;28
044  Diabetes mellitus;Hombres;49 Zamora;1989;16
044  Diabetes mellitus;Hombres;49 Zamora;1988;17
044  Diabetes mellitus;Hombres;49 Zamora;1987;14
044  Diabetes mellitus;Hombres;49 Zamora;1986;15
044  Diabetes mellitus;Hombres;49 Zamora;1985;20
044  Diabetes mellitus;Hombres;49 Zamora;1984;17
044  Diabetes mellitus;Hombres;49 Zamora;1983;20
044  Diabetes mellitus;Hombres;49 Zamora;1982;16
044  Diabetes mellitus;Hombres;49 Zamora;1981;13
044  Diabetes mellitus;Hombres;49 Zamora;1980;10
044  Diabetes mellitus;Hombres;50 Zaragoza;2022;109
044  Diabetes mellitus;Hombres;50 Zaragoza;2021;122
044  Diabetes mellitus;Hombres;50 Zaragoza;2020;113
044  Diabetes mellitus;Hombres;50 Zaragoza;2019;124
044  Diabetes mellitus;Hombres;50 Zaragoza;2018;103
044  Diabetes mellitus;Hombres;50 Zaragoza;2017;144
044  Diabetes mellitus;Hombres;50 Zaragoza;2016;73
044  Diabetes mellitus;Hombres;50 Zaragoza;2015;127
044  Diabetes mellitus;Hombres;50 Zaragoza;2014;119
044  Diabetes mellitus;Hombres;50 Zaragoza;2013;100
044  Diabetes mellitus;Hombres;50 Zaragoza;2012;99
044  Diabetes mellitus;Hombres;50 Zaragoza;2011;99
044  Diabetes mellitus;Hombres;50 Zaragoza;2010;77
044  Diabetes mellitus;Hombres;50 Zaragoza;2009;111
044  Diabetes mellitus;Hombres;50 Zaragoza;2008;113
044  Diabetes mellitus;Hombres;50 Zaragoza;2007;105
044  Diabetes mellitus;Hombres;50 Zaragoza;2006;83
044  Diabetes mellitus;Hombres;50 Zaragoza;2005;79
044  Diabetes mellitus;Hombres;50 Zaragoza;2004;88
044  Diabetes mellitus;Hombres;50 Zaragoza;2003;62
044  Diabetes mellitus;Hombres;50 Zaragoza;2002;91
044  Diabetes mellitus;Hombres;50 Zaragoza;2001;81
044  Diabetes mellitus;Hombres;50 Zaragoza;2000;79
044  Diabetes mellitus;Hombres;50 Zaragoza;1999;96
044  Diabetes mellitus;Hombres;50 Zaragoza;1998;69
044  Diabetes mellitus;Hombres;50 Zaragoza;1997;86
044  Diabetes mellitus;Hombres;50 Zaragoza;1996;78
044  Diabetes mellitus;Hombres;50 Zaragoza;1995;81
044  Diabetes mellitus;Hombres;50 Zaragoza;1994;75
044  Diabetes mellitus;Hombres;50 Zaragoza;1993;76
044  Diabetes mellitus;Hombres;50 Zaragoza;1992;75
044  Diabetes mellitus;Hombres;50 Zaragoza;1991;74
044  Diabetes mellitus;Hombres;50 Zaragoza;1990;58
044  Diabetes mellitus;Hombres;50 Zaragoza;1989;85
044  Diabetes mellitus;Hombres;50 Zaragoza;1988;80
044  Diabetes mellitus;Hombres;50 Zaragoza;1987;62
044  Diabetes mellitus;Hombres;50 Zaragoza;1986;68
044  Diabetes mellitus;Hombres;50 Zaragoza;1985;83
044  Diabetes mellitus;Hombres;50 Zaragoza;1984;79
044  Diabetes mellitus;Hombres;50 Zaragoza;1983;69
044  Diabetes mellitus;Hombres;50 Zaragoza;1982;63
044  Diabetes mellitus;Hombres;50 Zaragoza;1981;62
044  Diabetes mellitus;Hombres;50 Zaragoza;1980;63
044  Diabetes mellitus;Hombres;51 Ceuta;2022;6
044  Diabetes mellitus;Hombres;51 Ceuta;2021;10
044  Diabetes mellitus;Hombres;51 Ceuta;2020;13
044  Diabetes mellitus;Hombres;51 Ceuta;2019;5
044  Diabetes mellitus;Hombres;51 Ceuta;2018;10
044  Diabetes mellitus;Hombres;51 Ceuta;2017;10
044  Diabetes mellitus;Hombres;51 Ceuta;2016;13
044  Diabetes mellitus;Hombres;51 Ceuta;2015;7
044  Diabetes mellitus;Hombres;51 Ceuta;2014;7
044  Diabetes mellitus;Hombres;51 Ceuta;2013;9
044  Diabetes mellitus;Hombres;51 Ceuta;2012;18
044  Diabetes mellitus;Hombres;51 Ceuta;2011;9
044  Diabetes mellitus;Hombres;51 Ceuta;2010;12
044  Diabetes mellitus;Hombres;51 Ceuta;2009;8
044  Diabetes mellitus;Hombres;51 Ceuta;2008;8
044  Diabetes mellitus;Hombres;51 Ceuta;2007;9
044  Diabetes mellitus;Hombres;51 Ceuta;2006;6
044  Diabetes mellitus;Hombres;51 Ceuta;2005;9
044  Diabetes mellitus;Hombres;51 Ceuta;2004;12
044  Diabetes mellitus;Hombres;51 Ceuta;2003;10
044  Diabetes mellitus;Hombres;51 Ceuta;2002;5
044  Diabetes mellitus;Hombres;51 Ceuta;2001;8
044  Diabetes mellitus;Hombres;51 Ceuta;2000;7
044  Diabetes mellitus;Hombres;51 Ceuta;1999;6
044  Diabetes mellitus;Hombres;51 Ceuta;1998;7
044  Diabetes mellitus;Hombres;51 Ceuta;1997;12
044  Diabetes mellitus;Hombres;51 Ceuta;1996;14
044  Diabetes mellitus;Hombres;51 Ceuta;1995;1
044  Diabetes mellitus;Hombres;51 Ceuta;1994;6
044  Diabetes mellitus;Hombres;51 Ceuta;1993;3
044  Diabetes mellitus;Hombres;51 Ceuta;1992;5
044  Diabetes mellitus;Hombres;51 Ceuta;1991;7
044  Diabetes mellitus;Hombres;51 Ceuta;1990;5
044  Diabetes mellitus;Hombres;51 Ceuta;1989;6
044  Diabetes mellitus;Hombres;51 Ceuta;1988;1
044  Diabetes mellitus;Hombres;51 Ceuta;1987;7
044  Diabetes mellitus;Hombres;51 Ceuta;1986;9
044  Diabetes mellitus;Hombres;51 Ceuta;1985;6
044  Diabetes mellitus;Hombres;51 Ceuta;1984;9
044  Diabetes mellitus;Hombres;51 Ceuta;1983;7
044  Diabetes mellitus;Hombres;51 Ceuta;1982;8
044  Diabetes mellitus;Hombres;51 Ceuta;1981;8
044  Diabetes mellitus;Hombres;51 Ceuta;1980;13
044  Diabetes mellitus;Hombres;52 Melilla;2022;6
044  Diabetes mellitus;Hombres;52 Melilla;2021;7
044  Diabetes mellitus;Hombres;52 Melilla;2020;11
044  Diabetes mellitus;Hombres;52 Melilla;2019;5
044  Diabetes mellitus;Hombres;52 Melilla;2018;9
044  Diabetes mellitus;Hombres;52 Melilla;2017;11
044  Diabetes mellitus;Hombres;52 Melilla;2016;6
044  Diabetes mellitus;Hombres;52 Melilla;2015;8
044  Diabetes mellitus;Hombres;52 Melilla;2014;5
044  Diabetes mellitus;Hombres;52 Melilla;2013;10
044  Diabetes mellitus;Hombres;52 Melilla;2012;2
044  Diabetes mellitus;Hombres;52 Melilla;2011;10
044  Diabetes mellitus;Hombres;52 Melilla;2010;11
044  Diabetes mellitus;Hombres;52 Melilla;2009;10
044  Diabetes mellitus;Hombres;52 Melilla;2008;4
044  Diabetes mellitus;Hombres;52 Melilla;2007;8
044  Diabetes mellitus;Hombres;52 Melilla;2006;5
044  Diabetes mellitus;Hombres;52 Melilla;2005;5
044  Diabetes mellitus;Hombres;52 Melilla;2004;11
044  Diabetes mellitus;Hombres;52 Melilla;2003;8
044  Diabetes mellitus;Hombres;52 Melilla;2002;7
044  Diabetes mellitus;Hombres;52 Melilla;2001;8
044  Diabetes mellitus;Hombres;52 Melilla;2000;2
044  Diabetes mellitus;Hombres;52 Melilla;1999;10
044  Diabetes mellitus;Hombres;52 Melilla;1998;8
044  Diabetes mellitus;Hombres;52 Melilla;1997;3
044  Diabetes mellitus;Hombres;52 Melilla;1996;6
044  Diabetes mellitus;Hombres;52 Melilla;1995;5
044  Diabetes mellitus;Hombres;52 Melilla;1994;7
044  Diabetes mellitus;Hombres;52 Melilla;1993;10
044  Diabetes mellitus;Hombres;52 Melilla;1992;3
044  Diabetes mellitus;Hombres;52 Melilla;1991;4
044  Diabetes mellitus;Hombres;52 Melilla;1990;6
044  Diabetes mellitus;Hombres;52 Melilla;1989;5
044  Diabetes mellitus;Hombres;52 Melilla;1988;3
044  Diabetes mellitus;Hombres;52 Melilla;1987;3
044  Diabetes mellitus;Hombres;52 Melilla;1986;5
044  Diabetes mellitus;Hombres;52 Melilla;1985;4
044  Diabetes mellitus;Hombres;52 Melilla;1984;2
044  Diabetes mellitus;Hombres;52 Melilla;1983;1
044  Diabetes mellitus;Hombres;52 Melilla;1982;2
044  Diabetes mellitus;Hombres;52 Melilla;1981;3
044  Diabetes mellitus;Hombres;52 Melilla;1980;3
044  Diabetes mellitus;Hombres;Extranjero;2022;16
044  Diabetes mellitus;Hombres;Extranjero;2021;4
044  Diabetes mellitus;Hombres;Extranjero;2020;6
044  Diabetes mellitus;Hombres;Extranjero;2019;9
044  Diabetes mellitus;Hombres;Extranjero;2018;22
044  Diabetes mellitus;Hombres;Extranjero;2017;9
044  Diabetes mellitus;Hombres;Extranjero;2016;14
044  Diabetes mellitus;Hombres;Extranjero;2015;7
044  Diabetes mellitus;Hombres;Extranjero;2014;12
044  Diabetes mellitus;Hombres;Extranjero;2013;8
044  Diabetes mellitus;Hombres;Extranjero;2012;10
044  Diabetes mellitus;Hombres;Extranjero;2011;13
044  Diabetes mellitus;Hombres;Extranjero;2010;18
044  Diabetes mellitus;Hombres;Extranjero;2009;17
044  Diabetes mellitus;Hombres;Extranjero;2008;15
044  Diabetes mellitus;Hombres;Extranjero;2007;12
044  Diabetes mellitus;Hombres;Extranjero;2006;10
044  Diabetes mellitus;Hombres;Extranjero;2005;22
044  Diabetes mellitus;Hombres;Extranjero;2004;14
044  Diabetes mellitus;Hombres;Extranjero;2003;12
044  Diabetes mellitus;Hombres;Extranjero;2002;18
044  Diabetes mellitus;Hombres;Extranjero;2001;14
044  Diabetes mellitus;Hombres;Extranjero;2000;12
044  Diabetes mellitus;Hombres;Extranjero;1999;18
044  Diabetes mellitus;Hombres;Extranjero;1998;17
044  Diabetes mellitus;Hombres;Extranjero;1997;19
044  Diabetes mellitus;Hombres;Extranjero;1996;12
044  Diabetes mellitus;Hombres;Extranjero;1995;13
044  Diabetes mellitus;Hombres;Extranjero;1994;8
044  Diabetes mellitus;Hombres;Extranjero;1993;6
044  Diabetes mellitus;Hombres;Extranjero;1992;9
044  Diabetes mellitus;Hombres;Extranjero;1991;8
044  Diabetes mellitus;Hombres;Extranjero;1990;7
044  Diabetes mellitus;Hombres;Extranjero;1989;5
044  Diabetes mellitus;Hombres;Extranjero;1988;10
044  Diabetes mellitus;Hombres;Extranjero;1987;8
044  Diabetes mellitus;Hombres;Extranjero;1986;5
044  Diabetes mellitus;Hombres;Extranjero;1985;5
044  Diabetes mellitus;Hombres;Extranjero;1984;8
044  Diabetes mellitus;Hombres;Extranjero;1983;4
044  Diabetes mellitus;Hombres;Extranjero;1982;13
044  Diabetes mellitus;Hombres;Extranjero;1981;2
044  Diabetes mellitus;Hombres;Extranjero;1980;5
044  Diabetes mellitus;Mujeres;Nacional;2022;6.047
044  Diabetes mellitus;Mujeres;Nacional;2021;5.900
044  Diabetes mellitus;Mujeres;Nacional;2020;6.213
044  Diabetes mellitus;Mujeres;Nacional;2019;5.315
044  Diabetes mellitus;Mujeres;Nacional;2018;5.514
044  Diabetes mellitus;Mujeres;Nacional;2017;5.480
044  Diabetes mellitus;Mujeres;Nacional;2016;5.220
044  Diabetes mellitus;Mujeres;Nacional;2015;5.760
044  Diabetes mellitus;Mujeres;Nacional;2014;5.525
044  Diabetes mellitus;Mujeres;Nacional;2013;5.406
044  Diabetes mellitus;Mujeres;Nacional;2012;5.780
044  Diabetes mellitus;Mujeres;Nacional;2011;5.842
044  Diabetes mellitus;Mujeres;Nacional;2010;5.691
044  Diabetes mellitus;Mujeres;Nacional;2009;5.811
044  Diabetes mellitus;Mujeres;Nacional;2008;5.960
044  Diabetes mellitus;Mujeres;Nacional;2007;5.948
044  Diabetes mellitus;Mujeres;Nacional;2006;5.857
044  Diabetes mellitus;Mujeres;Nacional;2005;6.234
044  Diabetes mellitus;Mujeres;Nacional;2004;6.042
044  Diabetes mellitus;Mujeres;Nacional;2003;6.092
044  Diabetes mellitus;Mujeres;Nacional;2002;5.989
044  Diabetes mellitus;Mujeres;Nacional;2001;5.842
044  Diabetes mellitus;Mujeres;Nacional;2000;5.695
044  Diabetes mellitus;Mujeres;Nacional;1999;5.987
044  Diabetes mellitus;Mujeres;Nacional;1998;5.906
044  Diabetes mellitus;Mujeres;Nacional;1997;5.564
044  Diabetes mellitus;Mujeres;Nacional;1996;5.700
044  Diabetes mellitus;Mujeres;Nacional;1995;5.835
044  Diabetes mellitus;Mujeres;Nacional;1994;5.812
044  Diabetes mellitus;Mujeres;Nacional;1993;5.751
044  Diabetes mellitus;Mujeres;Nacional;1992;5.555
044  Diabetes mellitus;Mujeres;Nacional;1991;5.950
044  Diabetes mellitus;Mujeres;Nacional;1990;5.829
044  Diabetes mellitus;Mujeres;Nacional;1989;5.800
044  Diabetes mellitus;Mujeres;Nacional;1988;5.873
044  Diabetes mellitus;Mujeres;Nacional;1987;5.745
044  Diabetes mellitus;Mujeres;Nacional;1986;5.752
044  Diabetes mellitus;Mujeres;Nacional;1985;5.585
044  Diabetes mellitus;Mujeres;Nacional;1984;5.378
044  Diabetes mellitus;Mujeres;Nacional;1983;5.326
044  Diabetes mellitus;Mujeres;Nacional;1982;5.006
044  Diabetes mellitus;Mujeres;Nacional;1981;4.832
044  Diabetes mellitus;Mujeres;Nacional;1980;4.580
044  Diabetes mellitus;Mujeres;02 Albacete;2022;31
044  Diabetes mellitus;Mujeres;02 Albacete;2021;57
044  Diabetes mellitus;Mujeres;02 Albacete;2020;49
044  Diabetes mellitus;Mujeres;02 Albacete;2019;34
044  Diabetes mellitus;Mujeres;02 Albacete;2018;56
044  Diabetes mellitus;Mujeres;02 Albacete;2017;57
044  Diabetes mellitus;Mujeres;02 Albacete;2016;53
044  Diabetes mellitus;Mujeres;02 Albacete;2015;50
044  Diabetes mellitus;Mujeres;02 Albacete;2014;52
044  Diabetes mellitus;Mujeres;02 Albacete;2013;64
044  Diabetes mellitus;Mujeres;02 Albacete;2012;74
044  Diabetes mellitus;Mujeres;02 Albacete;2011;75
044  Diabetes mellitus;Mujeres;02 Albacete;2010;41
044  Diabetes mellitus;Mujeres;02 Albacete;2009;49
044  Diabetes mellitus;Mujeres;02 Albacete;2008;65
044  Diabetes mellitus;Mujeres;02 Albacete;2007;55
044  Diabetes mellitus;Mujeres;02 Albacete;2006;46
044  Diabetes mellitus;Mujeres;02 Albacete;2005;81
044  Diabetes mellitus;Mujeres;02 Albacete;2004;64
044  Diabetes mellitus;Mujeres;02 Albacete;2003;56
044  Diabetes mellitus;Mujeres;02 Albacete;2002;52
044  Diabetes mellitus;Mujeres;02 Albacete;2001;46
044  Diabetes mellitus;Mujeres;02 Albacete;2000;70
044  Diabetes mellitus;Mujeres;02 Albacete;1999;56
044  Diabetes mellitus;Mujeres;02 Albacete;1998;61
044  Diabetes mellitus;Mujeres;02 Albacete;1997;67
044  Diabetes mellitus;Mujeres;02 Albacete;1996;57
044  Diabetes mellitus;Mujeres;02 Albacete;1995;59
044  Diabetes mellitus;Mujeres;02 Albacete;1994;44
044  Diabetes mellitus;Mujeres;02 Albacete;1993;71
044  Diabetes mellitus;Mujeres;02 Albacete;1992;59
044  Diabetes mellitus;Mujeres;02 Albacete;1991;71
044  Diabetes mellitus;Mujeres;02 Albacete;1990;47
044  Diabetes mellitus;Mujeres;02 Albacete;1989;41
044  Diabetes mellitus;Mujeres;02 Albacete;1988;55
044  Diabetes mellitus;Mujeres;02 Albacete;1987;53
044  Diabetes mellitus;Mujeres;02 Albacete;1986;46
044  Diabetes mellitus;Mujeres;02 Albacete;1985;44
044  Diabetes mellitus;Mujeres;02 Albacete;1984;41
044  Diabetes mellitus;Mujeres;02 Albacete;1983;41
044  Diabetes mellitus;Mujeres;02 Albacete;1982;49
044  Diabetes mellitus;Mujeres;02 Albacete;1981;53
044  Diabetes mellitus;Mujeres;02 Albacete;1980;51
044  Diabetes mellitus;Mujeres;03 Alicante/Alacant;2022;261
044  Diabetes mellitus;Mujeres;03 Alicante/Alacant;2021;275
044  Diabetes mellitus;Mujeres;03 Alicante/Alacant;2020;239
044  Diabetes mellitus;Mujeres;03 Alicante/Alacant;2019;201
044  Diabetes mellitus;Mujeres;03 Alicante/Alacant;2018;191
044  Diabetes mellitus;Mujeres;03 Alicante/Alacant;2017;145
044  Diabetes mellitus;Mujeres;03 Alicante/Alacant;2016;190
044  Diabetes mellitus;Mujeres;03 Alicante/Alacant;2015;158
044  Diabetes mellitus;Mujeres;03 Alicante/Alacant;2014;168
044  Diabetes mellitus;Mujeres;03 Alicante/Alacant;2013;155
044  Diabetes mellitus;Mujeres;03 Alicante/Alacant;2012;158
044  Diabetes mellitus;Mujeres;03 Alicante/Alacant;2011;166
044  Diabetes mellitus;Mujeres;03 Alicante/Alacant;2010;159
044  Diabetes mellitus;Mujeres;03 Alicante/Alacant;2009;212
044  Diabetes mellitus;Mujeres;03 Alicante/Alacant;2008;151
044  Diabetes mellitus;Mujeres;03 Alicante/Alacant;2007;184
044  Diabetes mellitus;Mujeres;03 Alicante/Alacant;2006;169
044  Diabetes mellitus;Mujeres;03 Alicante/Alacant;2005;182
044  Diabetes mellitus;Mujeres;03 Alicante/Alacant;2004;196
044  Diabetes mellitus;Mujeres;03 Alicante/Alacant;2003;218
044  Diabetes mellitus;Mujeres;03 Alicante/Alacant;2002;171
044  Diabetes mellitus;Mujeres;03 Alicante/Alacant;2001;214
044  Diabetes mellitus;Mujeres;03 Alicante/Alacant;2000;188
044  Diabetes mellitus;Mujeres;03 Alicante/Alacant;1999;191
044  Diabetes mellitus;Mujeres;03 Alicante/Alacant;1998;172
044  Diabetes mellitus;Mujeres;03 Alicante/Alacant;1997;177
044  Diabetes mellitus;Mujeres;03 Alicante/Alacant;1996;176
044  Diabetes mellitus;Mujeres;03 Alicante/Alacant;1995;207
044  Diabetes mellitus;Mujeres;03 Alicante/Alacant;1994;209
044  Diabetes mellitus;Mujeres;03 Alicante/Alacant;1993;208
044  Diabetes mellitus;Mujeres;03 Alicante/Alacant;1992;175
044  Diabetes mellitus;Mujeres;03 Alicante/Alacant;1991;193
044  Diabetes mellitus;Mujeres;03 Alicante/Alacant;1990;190
044  Diabetes mellitus;Mujeres;03 Alicante/Alacant;1989;184
044  Diabetes mellitus;Mujeres;03 Alicante/Alacant;1988;177
044  Diabetes mellitus;Mujeres;03 Alicante/Alacant;1987;193
044  Diabetes mellitus;Mujeres;03 Alicante/Alacant;1986;173
044  Diabetes mellitus;Mujeres;03 Alicante/Alacant;1985;158
044  Diabetes mellitus;Mujeres;03 Alicante/Alacant;1984;151
044  Diabetes mellitus;Mujeres;03 Alicante/Alacant;1983;182
044  Diabetes mellitus;Mujeres;03 Alicante/Alacant;1982;222
044  Diabetes mellitus;Mujeres;03 Alicante/Alacant;1981;177
044  Diabetes mellitus;Mujeres;03 Alicante/Alacant;1980;186
044  Diabetes mellitus;Mujeres;04 Almería;2022;79
044  Diabetes mellitus;Mujeres;04 Almería;2021;108
044  Diabetes mellitus;Mujeres;04 Almería;2020;74
044  Diabetes mellitus;Mujeres;04 Almería;2019;69
044  Diabetes mellitus;Mujeres;04 Almería;2018;82
044  Diabetes mellitus;Mujeres;04 Almería;2017;88
044  Diabetes mellitus;Mujeres;04 Almería;2016;68
044  Diabetes mellitus;Mujeres;04 Almería;2015;75
044  Diabetes mellitus;Mujeres;04 Almería;2014;90
044  Diabetes mellitus;Mujeres;04 Almería;2013;56
044  Diabetes mellitus;Mujeres;04 Almería;2012;77
044  Diabetes mellitus;Mujeres;04 Almería;2011;66
044  Diabetes mellitus;Mujeres;04 Almería;2010;73
044  Diabetes mellitus;Mujeres;04 Almería;2009;78
044  Diabetes mellitus;Mujeres;04 Almería;2008;61
044  Diabetes mellitus;Mujeres;04 Almería;2007;67
044  Diabetes mellitus;Mujeres;04 Almería;2006;76
044  Diabetes mellitus;Mujeres;04 Almería;2005;88
044  Diabetes mellitus;Mujeres;04 Almería;2004;95
044  Diabetes mellitus;Mujeres;04 Almería;2003;77
044  Diabetes mellitus;Mujeres;04 Almería;2002;76
044  Diabetes mellitus;Mujeres;04 Almería;2001;68
044  Diabetes mellitus;Mujeres;04 Almería;2000;73
044  Diabetes mellitus;Mujeres;04 Almería;1999;91
044  Diabetes mellitus;Mujeres;04 Almería;1998;69
044  Diabetes mellitus;Mujeres;04 Almería;1997;75
044  Diabetes mellitus;Mujeres;04 Almería;1996;67
044  Diabetes mellitus;Mujeres;04 Almería;1995;69
044  Diabetes mellitus;Mujeres;04 Almería;1994;75
044  Diabetes mellitus;Mujeres;04 Almería;1993;73
044  Diabetes mellitus;Mujeres;04 Almería;1992;77
044  Diabetes mellitus;Mujeres;04 Almería;1991;62
044  Diabetes mellitus;Mujeres;04 Almería;1990;63
044  Diabetes mellitus;Mujeres;04 Almería;1989;80
